time,value
2008073004,80.9
2008073005,72.2
2008073006,53.1
2008073007,51.9
2008073008,48.2
2008073009,46.6
2008073010,46.3
2008073011,57.8
2008073012,58.7
2008073013,65.2
2008073014,95.3
2008073015,126.9
2008073016,145.5
2008073017,157.1
2008073018,147.2
2008073019,159.5
2008073020,180.6
2008073021,213.2
2008073022,176.5
2008073023,166.1
2008073100,185.0
2008073101,186.4
2008073102,171.1
2008073103,166.0
2008073104,186.8
2008073105,163.9
2008073106,82.7
2008073107,100.4
2008073108,109.5
2008073109,103.3
2008073110,71.9
2008073111,74.5
2008073112,72.3
2008073113,101.3
2008073114,69.9
2008073115,85.7
2008073116,93.0
2008073117,109.0
2008073118,104.7
2008073119,129.0
2008073120,156.4
2008073121,140.6
2008073122,169.8
2008073123,153.5
2008080100,152.1
2008080101,111.7
2008080102,95.3
2008080103,123.3
2008080104,122.0
2008080105,104.8
2008080106,77.8
2008080107,77.2
2008080108,63.4
2008080109,61.7
2008080110,68.7
2008080111,65.6
2008080112,59.8
2008080113,46.7
2008080114,58.9
2008080115,72.1
2008080116,99.7
2008080117,131.9
2008080118,138.0
2008080119,73.0
2008080120,101.4
2008080121,85.9
2008080122,71.0
2008080123,113.6
2008080200,113.6
2008080201,71.0
2008080202,85.9
2008080203,101.4
2008080204,73.0
2008080205,138.0
2008080206,131.9
2008080207,99.7
2008080208,95.2
2008080209,80.8
2008080210,134.2
2008080211,174.5
2008080212,115.4
2008080213,158.0
2008080214,165.1
2008080215,202.2
2008080216,329.4
2008080217,209.6
2008080218,196.6
2008080219,239.1
2008080220,210.5
2008080221,320.3
2008080222,185.6
2008080223,144.0
2008080300,183.1
2008080301,152.8
2008080302,168.4
2008080303,172.5
2008080304,172.9
2008080305,125.1
2008080306,127.0
2008080307,104.1
2008080308,90.0
2008080309,74.6
2008080310,90.1
2008080311,105.3
2008080312,170.8
2008080313,227.8
2008080314,255.8
2008080315,329.9
2008080316,466.0
2008080317,576.1
2008080318,571.1
2008080319,511.9
2008080320,513.1
2008080321,466.1
2008080322,453.8
2008080323,531.2
2008080400,496.6
2008080401,494.2
2008080402,491.3
2008080403,469.5
2008080404,452.4
2008080405,309.7
2008080406,296.5
2008080407,259.3
2008080408,262.7
2008080409,291.6
2008080410,293.0
2008080411,307.3
2008080412,282.0
2008080413,266.4
2008080414,291.6
2008080415,434.0
2008080416,412.1
2008080417,396.7
2008080418,424.7
2008080419,444.0
2008080420,503.0
2008080421,547.7
2008080422,485.4
2008080423,553.2
2008080500,569.2
2008080501,445.9
2008080502,341.9
2008080503,304.9
2008080504,240.0
2008080505,217.3
2008080506,240.0
2008080507,193.5
2008080508,141.2
2008080509,155.0
2008080510,151.1
2008080511,144.0
2008080512,185.9
2008080513,200.3
2008080514,136.0
2008080515,276.9
2008080516,301.8
2008080517,358.5
2008080518,372.9
2008080519,439.0
2008080520,433.0
2008080521,459.7
2008080522,408.3
2008080523,478.0
2008080600,391.9
2008080601,417.2
2008080602,389.5
2008080603,292.1
2008080604,238.7
2008080605,228.3
2008080606,240.0
2008080607,217.1
2008080608,204.2
2008080609,215.1
2008080610,301.9
2008080611,369.2
2008080612,363.6
2008080613,211.8
2008080614,337.2
2008080615,438.3
2008080616,366.7
2008080617,543.4
2008080618,465.4
2008080619,573.9
2008080620,600.9
2008080621,498.1
2008080622,588.8
2008080623,539.9
2008080700,496.7
2008080701,520.6
2008080702,427.5
2008080703,411.3
2008080704,383.4
2008080705,386.5
2008080706,362.1
2008080707,351.2
2008080708,392.7
2008080709,259.5
2008080710,337.7
2008080711,326.5
2008080712,159.6
2008080713,99.6
2008080714,342.8
2008080715,393.2
2008080716,421.0
2008080717,480.9
2008080718,597.0
2008080719,657.1
2008080720,700.0
2008080721,597.5
2008080722,808.9
2008080723,687.3
2008080800,558.8
2008080801,535.7
2008080802,434.2
2008080803,359.2
2008080804,377.1
2008080805,372.7
2008080806,486.4
2008080807,352.3
2008080808,294.2
2008080809,360.1
2008080810,236.9
2008080811,247.0
2008080812,313.8
2008080813,376.7
2008080814,345.5
2008080815,490.6
2008080816,530.6
2008080817,590.0
2008080818,499.1
2008080819,590.9
2008080820,766.7
2008080821,812.9
2008080822,705.4
2008080823,792.9
2008080900,759.9
2008080901,937.2
2008080902,943.8
2008080903,906.9
2008080904,762.5
2008080905,791.3
2008080906,763.3
2008080907,618.9
2008080908,860.2
2008080909,807.9
2008080910,688.1
2008080911,732.8
2008080912,672.9
2008080913,701.8
2008080914,837.7
2008080915,947.9
2008080916,1119.0
2008080917,1057.5
2008080918,1285.3
2008080919,1389.2
2008080920,1271.1
2008080921,1320.9
2008080922,1417.1
2008080923,1307.1
2008081000,1307.1
2008081001,1417.1
2008081002,1320.9
2008081003,1271.1
2008081004,1389.2
2008081005,1285.3
2008081006,1057.5
2008081007,1119.0
2008081008,947.9
2008081009,837.7
2008081010,701.8
2008081011,672.9
2008081012,732.8
2008081013,688.1
2008081014,807.9
2008081015,860.2
2008081016,618.9
2008081017,763.3
2008081018,791.3
2008081019,762.5
2008081020,906.9
2008081021,943.8
2008081022,937.2
2008081023,759.9
2008081100,792.9
2008081101,705.4
2008081102,812.9
2008081103,766.7
2008081104,590.9
2008081105,499.1
2008081106,590.0
2008081107,530.6
2008081108,490.6
2008081109,345.5
2008081110,376.7
2008081111,313.8
2008081112,247.0
2008081113,236.9
2008081114,360.1
2008081115,294.2
2008081116,352.3
2008081117,486.4
2008081118,372.7
2008081119,377.1
2008081120,359.2
2008081121,434.2
2008081122,535.7
2008081123,558.8
2008081200,687.3
2008081201,808.9
2008081202,597.5
2008081203,700.0
2008081204,657.1
2008081205,597.0
2008081206,480.9
2008081207,421.0
2008081208,393.2
2008081209,342.8
2008081210,99.6
2008081211,159.6
2008081212,326.5
2008081213,337.7
2008081214,259.5
2008081215,392.7
2008081216,351.2
2008081217,362.1
2008081218,386.5
2008081219,383.4
2008081220,411.3
2008081221,427.5
2008081222,520.6
2008081223,496.7
2008081300,539.9
2008081301,588.8
2008081302,498.1
2008081303,600.9
2008081304,573.9
2008081305,465.4
2008081306,543.4
2008081307,366.7
2008081308,438.3
2008081309,337.2
2008081310,211.8
2008081311,363.6
2008081312,904.2
2008081313,1221.1
2008081314,1138.1
2008081315,1262.8
2008081316,1391.8
2008081317,1477.4
2008081318,1540.6
2008081319,1629.8
2008081320,1532.5
2008081321,1553.1
2008081322,1475.2
2008081323,1550.5
2008081400,1497.6
2008081401,1410.1
2008081402,798.1
2008081403,783.1
2008081404,995.0
2008081405,1055.4
2008081406,1131.4
2008081407,1117.6
2008081408,1093.0
2008081409,983.5
2008081410,1023.4
2008081411,1078.1
2008081412,1391.1
2008081413,1433.0
2008081414,1377.5
2008081415,1385.7
2008081416,1375.6
2008081417,1364.6
2008081418,1253.4
2008081419,983.2
2008081420,1067.4
2008081421,1092.8
2008081422,986.4
2008081423,878.2
2008081500,808.0
2008081501,771.4
2008081502,774.0
2008081503,720.5
2008081504,668.1
2008081505,661.4
2008081506,615.6
2008081507,567.4
2008081508,604.2
2008081509,536.5
2008081510,484.6
2008081511,662.5
2008081512,512.6
2008081513,710.5
2008081514,938.0
2008081515,960.2
2008081516,1188.6
2008081517,1389.5
2008081518,1360.1
2008081519,1287.7
2008081520,1302.9
2008081521,1257.4
2008081522,1130.8
2008081523,981.1
2008081600,936.1
2008081601,856.6
2008081602,623.8
2008081603,528.3
2008081604,444.1
2008081605,422.5
2008081606,395.8
2008081607,325.0
2008081608,312.2
2008081609,359.0
2008081610,353.7
2008081611,360.8
2008081612,419.7
2008081613,575.0
2008081614,612.6
2008081615,740.7
2008081616,819.4
2008081617,937.8
2008081618,994.4
2008081619,981.7
2008081620,994.3
2008081621,986.3
2008081622,1022.7
2008081623,937.4
2008081700,847.9
2008081701,790.0
2008081702,691.2
2008081703,599.6
2008081704,420.0
2008081705,416.4
2008081706,486.8
2008081707,565.2
2008081708,487.3
2008081709,486.3
2008081710,507.5
2008081711,488.2
2008081712,460.6
2008081713,519.2
2008081714,589.0
2008081715,618.6
2008081716,591.8
2008081717,705.1
2008081718,694.4
2008081719,694.9
2008081720,697.3
2008081721,503.8
2008081722,622.8
2008081723,366.0
2008081800,467.5
2008081801,521.5
2008081802,469.0
2008081803,380.9
2008081804,278.4
2008081805,374.6
2008081806,333.0
2008081807,299.6
2008081808,307.9
2008081809,336.7
2008081810,366.4
2008081811,179.7
2008081812,290.0
2008081813,294.6
2008081814,426.6
2008081815,631.7
2008081816,788.0
2008081817,863.3
2008081818,880.9
2008081819,890.3
2008081820,576.0
2008081821,496.0
2008081822,517.3
2008081823,518.6
2008081900,771.2
2008081901,711.3
2008081902,573.7
2008081903,324.4
2008081904,537.7
2008081905,610.9
2008081906,619.8
2008081907,603.8
2008081908,554.7
2008081909,584.5
2008081910,598.0
2008081911,578.5
2008081912,633.7
2008081913,720.0
2008081914,765.4
2008081915,944.2
2008081916,1009.6
2008081917,951.4
2008081918,1108.1
2008081919,1073.7
2008081920,1083.7
2008081921,1178.8
2008081922,1170.5
2008081923,1132.8
2008082000,685.2
2008082001,1111.0
2008082002,983.6
2008082003,937.3
2008082004,993.9
2008082005,889.3
2008082006,885.5
2008082007,712.8
2008082008,699.6
2008082009,577.7
2008082010,564.3
2008082011,605.5
2008082012,638.1
2008082013,705.0
2008082014,761.4
2008082015,856.9
2008082016,962.9
2008082017,1088.0
2008082018,1117.8
2008082019,943.7
2008082020,1008.3
2008082021,994.0
2008082022,962.6
2008082023,952.7
2008082100,996.0
2008082101,909.3
2008082102,954.5
2008082103,812.9
2008082104,754.5
2008082105,706.1
2008082106,663.9
2008082107,423.1
2008082108,508.7
2008082109,488.9
2008082110,384.3
2008082111,343.4
2008082112,468.8
2008082113,478.6
2008082114,470.8
2008082115,459.9
2008082116,465.7
2008082117,487.3
2008082118,426.7
2008082119,450.0
2008082120,411.8
2008082121,410.3
2008082122,370.4
2008082123,342.1
2008082200,332.9
2008082201,268.4
2008082202,286.7
2008082203,281.1
2008082204,281.3
2008082205,270.8
2008082206,247.5
2008082207,230.3
2008082208,198.6
2008082209,203.0
2008082210,224.9
2008082211,236.0
2008082212,271.5
2008082213,362.5
2008082214,424.5
2008082215,478.7
2008082216,553.3
2008082217,554.5
2008082218,643.7
2008082219,707.2
2008082220,704.3
2008082221,639.6
2008082222,652.6
2008082223,636.9
2008082300,578.2
2008082301,508.1
2008082302,575.2
2008082303,470.8
2008082304,425.1
2008082305,385.5
2008082306,379.6
2008082307,352.3
2008082308,320.5
2008082309,343.2
2008082310,390.4
2008082311,444.5
2008082312,508.8
2008082313,531.9
2008082314,606.9
2008082315,705.2
2008082316,806.3
2008082317,922.7
2008082318,1003.8
2008082319,998.8
2008082320,980.8
2008082321,974.5
2008082322,1029.2
2008082323,1048.7
2008082400,1000.5
2008082401,999.8
2008082402,847.2
2008082403,760.7
2008082404,731.3
2008082405,642.6
2008082406,605.3
2008082407,547.5
2008082408,534.5
2008082409,569.9
2008082410,631.4
2008082411,648.1
2008082412,684.0
2008082413,753.2
2008082414,760.9
2008082415,919.3
2008082416,962.6
2008082417,1081.1
2008082418,1092.1
2008082419,1166.9
2008082420,1215.5
2008082421,1233.5
2008082422,949.4
2008082423,947.0
2008082500,876.1
2008082501,791.7
2008082502,710.5
2008082503,659.6
2008082504,611.4
2008082505,597.3
2008082506,555.4
2008082507,557.3
2008082508,506.5
2008082509,507.2
2008082510,515.1
2008082511,551.5
2008082512,624.6
2008082513,660.0
2008082514,750.6
2008082515,825.8
2008082516,902.9
2008082517,900.6
2008082518,1076.1
2008082519,1211.1
2008082520,1176.3
2008082521,1164.1
2008082522,1004.9
2008082523,950.4
2008082600,901.8
2008082601,903.4
2008082602,527.0
2008082603,670.5
2008082604,691.9
2008082605,683.7
2008082606,651.5
2008082607,622.7
2008082608,486.2
2008082609,408.9
2008082610,425.7
2008082611,447.2
2008082612,449.5
2008082613,531.3
2008082614,550.2
2008082615,594.0
2008082616,518.6
2008082617,537.7
2008082618,629.1
2008082619,693.3
2008082620,637.7
2008082621,594.1
2008082622,575.2
2008082623,572.7
2008082700,572.7
2008082701,575.2
2008082702,417.0
2008082703,435.4
2008082704,428.9
2008082705,413.1
2008082706,375.3
2008082707,352.2
2008082708,348.4
2008082709,350.8
2008082710,354.0
2008082711,386.3
2008082712,429.7
2008082713,481.0
2008082714,454.9
2008082715,579.3
2008082716,579.0
2008082717,628.4
2008082718,712.2
2008082719,736.6
2008082720,809.5
2008082721,778.9
2008082722,750.5
2008082723,725.2
2008082800,663.3
2008082801,659.6
2008082802,632.3
2008082803,589.4
2008082804,572.9
2008082805,553.0
2008082806,437.1
2008082807,386.3
2008082808,376.5
2008082809,378.6
2008082810,401.7
2008082811,450.0
2008082812,481.0
2008082813,530.5
2008082814,583.0
2008082815,691.4
2008082816,721.0
2008082817,778.6
2008082818,800.7
2008082819,876.2
2008082820,887.4
2008082821,803.7
2008082822,806.8
2008082823,821.8
2008082900,806.3
2008082901,823.7
2008082902,798.3
2008082903,656.3
2008082904,105.0
2008082905,138.6
2008082906,161.3
2008082907,274.2
2008082908,247.9
2008082909,244.6
2008082910,317.4
2008082911,337.0
2008082912,287.3
2008082913,265.2
2008082914,251.7
2008082915,317.6
2008082916,291.6
2008082917,274.1
2008082918,319.9
2008082919,298.6
2008082920,351.1
2008082921,350.2
2008082922,313.1
2008082923,298.0
2008083000,316.6
2008083001,298.3
2008083002,295.9
2008083003,299.3
2008083004,304.5
2008083005,310.6
2008083006,347.2
2008083007,251.7
2008083008,165.8
2008083009,128.6
2008083010,131.1
2008083011,136.1
2008083012,138.9
2008083013,138.8
2008083014,136.9
2008083015,126.5
2008083016,129.8
2008083017,138.3
2008083018,135.7
2008083019,140.9
2008083020,139.8
2008083021,133.2
2008083022,133.4
2008083023,120.1
2008083100,69.0
2008083101,45.0
2008083102,30.8
2008083103,23.0
2008083104,19.8
2008083105,14.2
2008083106,16.0
2008083107,13.9
2008083108,13.0
2008083109,14.9
2008083110,15.4
2008083111,18.7
2008083112,19.3
2008083113,23.8
2008083114,23.2
2008083115,23.7
2008083116,25.7
2008083117,30.0
2008083118,29.3
2008083119,30.8
2008083120,23.6
2008083121,20.8
2008083122,16.8
2008083123,13.1
2008090100,10.7
2008090101,9.4
2008090102,8.3
2008090103,7.2
2008090104,6.4
2008090105,5.7
2008090106,6.1
2008090107,5.3
2008090108,5.0
2008090109,5.4
2008090110,5.9
2008090111,5.5
2008090112,5.3
2008090113,6.3
2008090114,8.1
2008090115,9.0
2008090116,10.1
2008090117,11.8
2008090118,14.6
2008090119,17.4
2008090120,19.9
2008090121,18.4
2008090122,18.2
2008090123,17.0
2008090200,16.0
2008090201,14.3
2008090202,14.7
2008090203,14.7
2008090204,12.6
2008090205,12.5
2008090206,10.4
2008090207,10.2
2008090208,9.8
2008090209,9.7
2008090210,9.1
2008090211,9.6
2008090212,12.5
2008090213,17.2
2008090214,25.4
2008090215,31.7
2008090216,36.2
2008090217,50.9
2008090218,27.9
2008090219,26.8
2008090220,40.6
2008090221,46.1
2008090222,42.3
2008090223,45.8
2008090300,45.8
2008090301,42.3
2008090302,46.1
2008090303,40.6
2008090304,26.8
2008090305,27.9
2008090306,50.9
2008090307,36.2
2008090308,31.7
2008090309,25.4
2008090310,17.2
2008090311,12.5
2008090312,9.6
2008090313,9.1
2008090314,9.7
2008090315,9.8
2008090316,10.2
2008090317,10.4
2008090318,12.5
2008090319,12.6
2008090320,14.7
2008090321,36.7
2008090322,18.5
2008090323,19.1
2008090400,16.4
2008090401,15.1
2008090402,14.9
2008090403,14.5
2008090404,15.3
2008090405,14.6
2008090406,8.2
2008090407,11.3
2008090408,11.5
2008090409,11.3
2008090410,9.3
2008090411,12.6
2008090412,15.9
2008090413,18.8
2008090414,22.7
2008090415,26.2
2008090416,28.6
2008090417,39.7
2008090418,45.4
2008090419,48.7
2008090420,43.6
2008090421,27.0
2008090422,38.6
2008090423,29.5
2008090500,32.0
2008090501,26.0
2008090502,25.4
2008090503,23.5
2008090504,20.7
2008090505,17.1
2008090506,19.3
2008090507,19.3
2008090508,18.0
2008090509,17.3
2008090510,17.5
2008090511,20.5
2008090512,23.7
2008090513,28.6
2008090514,36.1
2008090515,40.4
2008090516,41.6
2008090517,48.0
2008090518,64.2
2008090519,59.0
2008090520,63.5
2008090521,62.1
2008090522,56.1
2008090523,45.9
2008090600,45.3
2008090601,40.1
2008090602,39.6
2008090603,31.7
2008090604,27.1
2008090605,31.1
2008090606,25.4
2008090607,27.7
2008090608,26.7
2008090609,23.9
2008090610,20.9
2008090611,22.1
2008090612,25.5
2008090613,33.4
2008090614,36.3
2008090615,29.4
2008090616,41.1
2008090617,49.0
2008090618,53.3
2008090619,54.4
2008090620,68.6
2008090621,71.2
2008090622,69.8
2008090623,73.4
2008090700,70.4
2008090701,68.1
2008090702,74.3
2008090703,52.8
2008090704,59.3
2008090705,31.5
2008090706,29.1
2008090707,28.6
2008090708,22.3
2008090709,23.8
2008090710,31.1
2008090711,24.2
2008090712,19.0
2008090713,33.8
2008090714,41.0
2008090715,61.0
2008090716,92.5
2008090717,48.2
2008090718,51.9
2008090719,43.2
2008090720,57.6
2008090721,73.3
2008090722,56.3
2008090723,44.0
2008090800,39.7
2008090801,48.0
2008090802,34.1
2008090803,35.4
2008090804,36.5
2008090805,31.2
2008090806,33.4
2008090807,26.6
2008090808,28.0
2008090809,26.6
2008090810,27.8
2008090811,31.4
2008090812,36.4
2008090813,61.0
2008090814,73.1
2008090815,84.8
2008090816,99.0
2008090817,94.8
2008090818,89.7
2008090819,94.3
2008090820,91.3
2008090821,80.9
2008090822,62.2
2008090823,70.8
2008090900,73.6
2008090901,59.3
2008090902,67.9
2008090903,63.5
2008090904,27.8
2008090905,41.4
2008090906,51.2
2008090907,48.7
2008090908,43.0
2008090909,24.6
2008090910,13.5
2008090911,25.7
2008090912,29.4
2008090913,29.3
2008090914,46.0
2008090915,48.4
2008090916,50.2
2008090917,40.1
2008090918,37.8
2008090919,52.4
2008090920,61.1
2008090921,54.9
2008090922,61.0
2008090923,38.0
2008091000,52.4
2008091001,60.3
2008091002,41.9
2008091003,36.5
2008091004,27.9
2008091005,28.3
2008091006,29.2
2008091007,29.5
2008091008,27.6
2008091009,28.6
2008091010,34.0
2008091011,40.0
2008091012,49.8
2008091013,62.8
2008091014,70.1
2008091015,71.0
2008091016,126.6
2008091017,145.5
2008091018,147.7
2008091019,139.0
2008091020,121.5
2008091021,112.9
2008091022,99.6
2008091023,101.9
2008091100,91.6
2008091101,66.7
2008091102,63.0
2008091103,55.2
2008091104,50.5
2008091105,47.5
2008091106,40.5
2008091107,37.2
2008091108,31.6
2008091109,31.4
2008091110,35.1
2008091111,40.6
2008091112,51.9
2008091113,63.1
2008091114,81.9
2008091115,89.2
2008091116,89.8
2008091117,95.7
2008091118,101.3
2008091119,104.4
2008091120,104.4
2008091121,99.5
2008091122,99.8
2008091123,99.6
2008091200,94.8
2008091201,90.9
2008091202,96.1
2008091203,92.5
2008091204,80.9
2008091205,76.6
2008091206,61.7
2008091207,71.0
2008091208,67.1
2008091209,70.6
2008091210,71.7
2008091211,73.6
2008091212,90.3
2008091213,97.3
2008091214,122.9
2008091215,144.0
2008091216,163.6
2008091217,170.1
2008091218,184.2
2008091219,182.7
2008091220,191.9
2008091221,197.6
2008091222,178.0
2008091223,176.1
2008091300,168.9
2008091301,104.0
2008091302,104.9
2008091303,107.8
2008091304,125.3
2008091305,130.2
2008091306,123.4
2008091307,113.4
2008091308,113.6
2008091309,115.2
2008091310,113.7
2008091311,115.9
2008091312,113.9
2008091313,114.9
2008091314,121.9
2008091315,120.6
2008091316,113.1
2008091317,145.0
2008091318,162.6
2008091319,156.8
2008091320,149.4
2008091321,139.6
2008091322,117.0
2008091323,110.4
2008091400,105.4
2008091401,99.5
2008091402,96.6
2008091403,90.0
2008091404,82.6
2008091405,81.1
2008091406,49.8
2008091407,53.6
2008091408,59.6
2008091409,55.2
2008091410,60.8
2008091411,59.8
2008091412,73.0
2008091413,82.5
2008091414,78.7
2008091415,66.0
2008091416,98.7
2008091417,131.3
2008091418,130.8
2008091419,143.7
2008091420,137.6
2008091421,129.7
2008091422,106.7
2008091423,115.2
2008091500,107.3
2008091501,99.3
2008091502,78.3
2008091503,67.2
2008091504,61.0
2008091505,60.5
2008091506,56.8
2008091507,49.0
2008091508,48.2
2008091509,49.5
2008091510,53.8
2008091511,58.9
2008091512,74.4
2008091513,88.1
2008091514,100.0
2008091515,116.6
2008091516,122.9
2008091517,146.3
2008091518,140.8
2008091519,153.8
2008091520,149.0
2008091521,157.6
2008091522,142.8
2008091523,135.6
2008091600,120.4
2008091601,105.6
2008091602,90.8
2008091603,76.4
2008091604,69.2
2008091605,26.6
2008091606,27.7
2008091607,28.5
2008091608,33.7
2008091609,43.3
2008091610,45.3
2008091611,37.6
2008091612,43.5
2008091613,38.3
2008091614,55.0
2008091615,43.6
2008091616,65.5
2008091617,68.2
2008091618,77.1
2008091619,76.4
2008091620,93.3
2008091621,94.8
2008091622,92.9
2008091623,80.9
2008091700,84.6
2008091701,78.0
2008091702,70.0
2008091703,68.4
2008091704,67.7
2008091705,61.6
2008091706,19.3
2008091707,20.1
2008091708,18.4
2008091709,18.5
2008091710,17.0
2008091711,19.5
2008091712,27.4
2008091713,31.0
2008091714,33.5
2008091715,37.4
2008091716,26.9
2008091717,40.0
2008091718,61.6
2008091719,88.2
2008091720,60.2
2008091721,60.5
2008091722,39.3
2008091723,77.3
2008091800,70.9
2008091801,67.5
2008091802,72.6
2008091803,64.0
2008091804,62.1
2008091805,51.5
2008091806,48.3
2008091807,42.9
2008091808,41.9
2008091809,47.1
2008091810,50.1
2008091811,56.7
2008091812,74.4
2008091813,99.4
2008091814,116.6
2008091815,127.0
2008091816,126.5
2008091817,149.7
2008091818,164.9
2008091819,172.4
2008091820,174.3
2008091821,133.0
2008091822,129.1
2008091823,117.8
2008091900,117.8
2008091901,129.1
2008091902,133.0
2008091903,174.3
2008091904,172.4
2008091905,164.9
2008091906,149.7
2008091907,126.5
2008091908,127.0
2008091909,116.6
2008091910,99.4
2008091911,74.4
2008091912,56.7
2008091913,50.1
2008091914,47.1
2008091915,41.9
2008091916,42.9
2008091917,48.3
2008091918,51.5
2008091919,62.1
2008091920,62.8
2008091921,62.0
2008091922,62.3
2008091923,92.9
2008092000,86.0
2008092001,87.0
2008092002,84.6
2008092003,76.1
2008092004,68.8
2008092005,67.3
2008092006,63.4
2008092007,56.8
2008092008,58.1
2008092009,46.2
2008092010,42.0
2008092011,56.1
2008092012,63.8
2008092013,78.2
2008092014,100.9
2008092015,114.8
2008092016,134.1
2008092017,166.5
2008092018,186.3
2008092019,215.1
2008092020,186.3
2008092021,200.3
2008092022,183.5
2008092023,196.9
2008092100,212.9
2008092101,201.8
2008092102,186.0
2008092103,180.8
2008092104,167.7
2008092105,172.0
2008092106,187.6
2008092107,163.8
2008092108,176.2
2008092109,191.6
2008092110,196.8
2008092111,210.5
2008092112,206.0
2008092113,184.9
2008092114,231.7
2008092115,244.3
2008092116,233.7
2008092117,240.6
2008092118,259.9
2008092119,232.9
2008092120,213.5
2008092121,211.2
2008092122,185.4
2008092123,165.1
2008092200,165.1
2008092201,185.4
2008092202,211.2
2008092203,213.5
2008092204,232.9
2008092205,259.9
2008092206,240.6
2008092207,233.7
2008092208,244.3
2008092209,231.7
2008092210,146.4
2008092211,159.2
2008092212,187.4
2008092213,212.2
2008092214,234.7
2008092215,246.7
2008092216,246.3
2008092217,252.6
2008092218,227.6
2008092219,200.1
2008092220,173.5
2008092221,139.9
2008092222,127.4
2008092223,108.9
2008092300,108.9
2008092301,127.4
2008092302,139.9
2008092303,173.5
2008092304,200.1
2008092305,227.6
2008092306,252.6
2008092307,246.3
2008092308,246.7
2008092309,234.7
2008092310,14.6
2008092311,11.7
2008092312,14.0
2008092313,16.8
2008092314,20.4
2008092315,24.2
2008092316,26.7
2008092317,25.7
2008092318,25.5
2008092319,26.8
2008092320,28.3
2008092321,28.9
2008092322,25.8
2008092323,26.2
2008092400,24.9
2008092401,23.2
2008092402,23.1
2008092403,20.9
2008092404,16.8
2008092405,10.2
2008092406,10.2
2008092407,9.8
2008092408,10.7
2008092409,10.0
2008092410,9.1
2008092411,9.1
2008092412,8.7
2008092413,9.5
2008092414,8.6
2008092415,9.2
2008092416,10.3
2008092417,8.8
2008092418,9.9
2008092419,10.4
2008092420,10.2
2008092421,8.5
2008092422,7.3
2008092423,6.0
2008092500,6.8
2008092501,7.1
2008092502,7.1
2008092503,6.4
2008092504,5.5
2008092505,6.2
2008092506,5.9
2008092507,5.7
2008092508,5.1
2008092509,5.5
2008092510,5.0
2008092511,5.6
2008092512,6.7
2008092513,6.1
2008092514,7.4
2008092515,8.4
2008092516,8.9
2008092517,9.2
2008092518,9.1
2008092519,7.9
2008092520,9.0
2008092521,6.9
2008092522,6.7
2008092523,6.8
2008092600,7.0
2008092601,6.7
2008092602,6.1
2008092603,5.5
2008092604,5.7
2008092605,6.9
2008092606,6.4
2008092607,6.9
2008092608,6.5
2008092609,5.8
2008092610,6.0
2008092611,6.4
2008092612,7.3
2008092613,7.8
2008092614,9.0
2008092615,9.1
2008092616,8.5
2008092617,8.5
2008092618,8.7
2008092619,7.7
2008092620,8.2
2008092621,8.2
2008092622,8.4
2008092623,7.7
2008092700,7.7
2008092701,8.4
2008092702,8.2
2008092703,8.2
2008092704,7.7
2008092705,8.7
2008092706,8.5
2008092707,8.5
2008092708,9.1
2008092709,9.0
2008092710,7.8
2008092711,7.3
2008092712,6.4
2008092713,6.0
2008092714,5.8
2008092715,6.5
2008092716,6.9
2008092717,6.4
2008092718,6.9
2008092719,5.7
2008092720,5.5
2008092721,6.1
2008092722,6.7
2008092723,7.0
2008092800,6.8
2008092801,6.7
2008092802,6.9
2008092803,9.0
2008092804,7.9
2008092805,9.1
2008092806,9.2
2008092807,8.9
2008092808,8.4
2008092809,5.6
2008092810,4.7
2008092811,6.1
2008092812,5.7
2008092813,6.8
2008092814,6.8
2008092815,8.1
2008092816,9.3
2008092817,9.4
2008092818,8.9
2008092819,8.8
2008092820,10.2
2008092821,9.5
2008092822,8.6
2008092823,8.1
2008092900,7.8
2008092901,7.8
2008092902,8.1
2008092903,8.6
2008092904,9.5
2008092905,10.2
2008092906,8.8
2008092907,8.9
2008092908,9.4
2008092909,5.6
2008092910,4.7
2008092911,6.1
2008092912,5.7
2008092913,6.8
2008092914,6.8
2008092915,8.1
2008092916,9.3
2008092917,9.4
2008092918,8.9
2008092919,8.8
2008092920,10.2
2008092921,9.5
2008092922,8.6
2008092923,8.1
2008093000,8.1
2008093001,8.6
2008093002,9.5
2008093003,10.2
2008093004,8.8
2008093005,8.9
2008093006,9.4
2008093007,9.3
2008093008,8.1
2008093009,6.8
2008093010,6.8
2008093011,5.7
2008093012,9.6
2008093013,11.5
2008093014,11.7
2008093015,15.1
2008093016,17.9
2008093017,18.3
2008093018,18.4
2008093019,19.4
2008093020,20.7
2008093021,21.1
2008093022,20.8
2008093023,20.0
2008100100,18.6
2008100101,14.8
2008100102,16.3
2008100103,16.1
2008100104,14.0
2008100105,13.8
2008100106,12.6
2008100107,12.5
2008100108,11.1
2008100109,13.2
2008100110,13.1
2008100111,13.2
2008100112,15.4
2008100113,17.9
2008100114,20.4
2008100115,22.6
2008100116,26.2
2008100117,26.6
2008100118,28.4
2008100119,29.3
2008100120,30.9
2008100121,19.9
2008100122,13.7
2008100123,16.1
2008100200,16.1
2008100201,13.7
2008100202,19.9
2008100203,30.9
2008100204,29.3
2008100205,28.4
2008100206,26.6
2008100207,26.2
2008100208,22.6
2008100209,20.4
2008100210,17.9
2008100211,15.4
2008100212,13.2
2008100213,13.1
