time,value
2010121314,48.7
2010121315,62.7
2010121316,115.8
2010121317,66.4
2010121318,73.8
2010121319,70.7
2010121320,83.4
2010121321,80.3
2010121322,93.4
2010121323,97.4
2010121400,93.0
2010121401,141.2
2010121402,135.6
2010121403,166.6
2010121404,200.1
2010121405,197.3
2010121406,180.8
2010121407,126.6
2010121408,112.1
2010121409,123.7
2010121410,112.3
2010121411,85.9
2010121412,74.2
2010121413,80.8
2010121414,79.6
2010121415,53.9
2010121416,62.7
2010121417,79.2
2010121418,60.1
2010121419,81.5
2010121420,81.9
2010121421,85.8
2010121422,101.7
2010121423,129.8
2010121500,137.5
2010121501,151.9
2010121502,123.8
2010121503,172.9
2010121504,158.0
2010121505,135.3
2010121506,123.9
2010121507,78.0
2010121508,57.3
2010121509,44.9
2010121510,43.9
2010121511,36.0
2010121512,35.2
2010121513,33.3
2010121514,38.2
2010121515,45.8
2010121516,92.9
2010121517,95.5
2010121518,106.5
2010121519,115.0
2010121520,114.3
2010121521,126.4
2010121522,128.8
2010121523,135.3
2010121600,142.9
2010121601,142.1
2010121602,139.1
2010121603,138.1
2010121604,144.9
2010121605,146.2
2010121606,123.9
2010121607,110.2
2010121608,88.3
2010121609,73.0
2010121610,62.9
2010121611,56.2
2010121612,52.8
2010121613,55.8
2010121614,55.3
2010121615,56.1
2010121616,61.4
2010121617,67.8
2010121618,77.3
2010121619,74.5
2010121620,87.5
2010121621,93.0
2010121622,96.8
2010121623,93.6
2010121700,96.6
2010121701,103.0
2010121702,101.6
2010121703,98.7
2010121704,98.0
2010121705,86.6
2010121706,80.8
2010121707,68.5
2010121708,56.2
2010121709,46.3
2010121710,43.0
2010121711,41.4
2010121712,41.8
2010121713,43.3
2010121714,43.3
2010121715,44.0
2010121716,45.0
2010121717,44.1
2010121718,46.1
2010121719,53.6
2010121720,52.6
2010121721,56.9
2010121722,55.9
2010121723,57.4
2010121800,61.3
2010121801,60.2
2010121802,65.0
2010121803,63.8
2010121804,68.9
2010121805,70.3
2010121806,71.3
2010121807,65.4
2010121808,59.0
2010121809,56.3
2010121810,50.3
2010121811,46.3
2010121812,43.8
2010121813,48.5
2010121814,49.8
2010121815,50.9
2010121816,53.5
2010121817,66.1
2010121818,70.9
2010121819,68.3
2010121820,73.3
2010121821,80.1
2010121822,83.4
2010121823,91.3
2010121900,98.1
2010121901,67.6
2010121902,57.4
2010121903,60.7
2010121904,70.9
2010121905,53.8
2010121906,79.9
2010121907,80.2
2010121908,84.5
2010121909,123.0
2010121910,106.7
2010121911,89.6
2010121912,52.2
2010121913,75.9
2010121914,89.2
2010121915,79.9
2010121916,54.3
2010121917,67.5
2010121918,48.7
2010121919,66.0
2010121920,64.3
2010121921,78.4
2010121922,73.8
2010121923,91.2
2010122000,91.2
2010122001,73.8
2010122002,88.4
2010122003,81.4
2010122004,82.2
2010122005,72.1
2010122006,79.0
2010122007,68.0
2010122008,51.1
2010122009,29.0
2010122010,34.5
2010122011,42.5
2010122012,35.8
2010122013,47.4
2010122014,50.1
2010122015,50.0
2010122016,50.2
2010122017,48.7
2010122018,47.4
2010122019,40.4
2010122020,57.9
2010122021,44.0
2010122022,44.5
2010122023,46.0
2010122100,204.5
2010122101,206.1
2010122102,200.4
2010122103,202.9
2010122104,203.0
2010122105,203.0
2010122106,202.9
2010122107,200.4
2010122108,206.1
2010122109,204.5
2010122110,46.0
2010122111,44.5
2010122112,44.0
2010122113,203.0
2010122114,204.7
2010122115,196.3
2010122116,200.2
2010122117,202.9
2010122118,205.3
2010122119,201.3
2010122120,211.7
2010122121,200.4
2010122122,211.7
2010122123,202.8
2010122200,204.5
2010122201,204.9
2010122202,209.4
2010122203,199.1
2010122204,201.8
2010122205,200.3
2010122206,207.1
2010122207,203.3
2010122208,205.7
2010122209,210.9
2010122210,204.2
2010122211,207.1
2010122212,200.5
2010122213,209.5
2010122214,201.5
2010122215,211.6
2010122216,207.3
2010122217,207.2
2010122218,205.8
2010122219,204.0
2010122220,208.8
2010122221,204.3
2010122222,200.4
2010122223,205.9
2010122300,203.1
2010122301,207.0
2010122302,201.6
2010122303,200.4
2010122304,202.8
2010122305,202.6
2010122306,212.3
2010122307,203.1
2010122308,203.4
2010122309,207.6
2010122310,209.4
2010122311,200.5
2010122312,207.1
2010122313,204.9
2010122314,209.8
2010122315,204.5
2010122316,205.8
2010122317,211.7
2010122318,212.7
2010122319,206.3
2010122320,199.9
2010122321,206.0
2010122322,205.3
2010122323,207.2
2010122400,212.0
2010122401,206.0
2010122402,208.7
2010122403,204.7
2010122404,211.1
2010122405,205.0
2010122406,210.5
2010122407,205.3
2010122408,203.4
2010122409,204.3
2010122410,210.1
2010122411,202.3
2010122412,208.6
2010122413,209.9
2010122414,204.4
2010122415,218.4
2010122416,206.5
2010122417,207.3
2010122418,211.9
2010122419,201.5
2010122420,205.5
2010122421,208.7
2010122422,204.4
2010122423,210.4
2010122500,204.9
2010122501,211.1
2010122502,206.5
2010122503,211.6
2010122504,206.5
2010122505,204.5
2010122506,200.0
2010122507,204.9
2010122508,204.1
2010122509,199.2
2010122510,209.3
2010122511,207.9
2010122512,206.6
2010122513,204.0
2010122514,210.1
2010122515,209.8
2010122516,208.7
2010122517,198.6
2010122518,204.5
2010122519,204.8
2010122520,201.5
2010122521,204.7
2010122522,199.7
2010122523,202.4
2010122600,202.4
2010122601,199.7
2010122602,204.7
2010122603,201.5
2010122604,204.8
2010122605,204.5
2010122606,198.6
2010122607,208.7
2010122608,209.8
2010122609,210.1
2010122610,204.0
2010122611,206.6
2010122612,207.9
2010122613,209.3
2010122614,199.2
2010122615,204.1
2010122616,204.9
2010122617,200.0
2010122618,204.5
2010122619,206.5
2010122620,211.6
2010122621,206.5
2010122622,211.1
2010122623,204.9
2010122700,210.4
2010122701,204.4
2010122702,208.7
2010122703,205.5
2010122704,201.5
2010122705,211.9
2010122706,207.3
2010122707,206.5
2010122708,218.4
2010122709,204.4
2010122710,209.9
2010122711,208.6
2010122712,202.3
2010122713,210.1
2010122714,204.3
2010122715,203.4
2010122716,205.3
2010122717,210.5
2010122718,205.0
2010122719,211.1
2010122720,204.7
2010122721,208.7
2010122722,206.0
2010122723,212.0
2010122800,207.2
2010122801,205.3
2010122802,206.0
2010122803,199.9
2010122804,206.3
2010122805,212.7
2010122806,211.7
2010122807,205.8
2010122808,204.5
2010122809,209.8
2010122810,204.9
2010122811,207.1
2010122812,200.5
2010122813,209.4
2010122814,207.6
2010122815,203.4
2010122816,203.1
2010122817,212.3
2010122818,202.6
2010122819,202.8
2010122820,200.4
2010122821,201.6
2010122822,207.0
2010122823,203.1
2010122900,205.9
2010122901,200.4
2010122902,204.3
2010122903,208.8
2010122904,204.0
2010122905,205.8
2010122906,207.2
2010122907,207.3
2010122908,211.6
2010122909,201.5
2010122910,209.5
2010122911,200.5
2010122912,207.1
2010122913,204.2
2010122914,210.9
2010122915,205.7
2010122916,203.3
2010122917,207.1
2010122918,200.3
2010122919,201.8
2010122920,199.1
2010122921,209.4
2010122922,204.9
2010122923,204.5
2010123000,202.8
2010123001,211.7
2010123002,200.4
2010123003,211.7
2010123004,201.3
2010123005,205.3
2010123006,202.9
2010123007,200.2
2010123008,196.3
2010123009,204.7
2010123010,203.0
2010123011,44.0
2010123012,44.5
2010123013,46.0
2010123014,204.5
2010123015,206.1
2010123016,200.4
2010123017,202.9
2010123018,203.0
2010123019,203.0
2010123020,202.9
2010123021,200.4
2010123022,206.1
2010123023,204.5
2010123100,46.0
2010123101,44.5
2010123102,44.0
2010123103,57.9
2010123104,40.4
2010123105,47.4
2010123106,48.7
2010123107,50.2
2010123108,50.0
2010123109,50.1
2010123110,47.4
2010123111,35.8
2010123112,42.5
2010123113,34.5
2010123114,29.0
2010123115,51.1
2010123116,68.0
2010123117,79.0
2010123118,72.1
2010123119,82.2
2010123120,81.4
2010123121,88.4
2010123122,73.8
2010123123,91.2
2012010100,18.6
2012010101,18.0
2012010102,19.2
2012010103,18.5
2012010104,18.2
2012010105,17.6
2012010106,18.7
2012010107,18.2
2012010108,19.4
2012010109,20.3
2012010110,20.6
2012010111,18.6
2012010112,19.0
2012010113,19.9
2012010114,19.5
2012010115,19.6
2012010116,21.5
2012010117,19.4
2012010118,18.2
2012010119,19.0
2012010120,18.9
2012010121,18.0
2012010122,19.1
2012010123,19.2
2012010200,18.8
2012010201,17.8
2012010202,18.2
2012010203,20.1
2012010204,20.0
2012010205,19.5
2012010206,20.1
2012010207,21.8
2012010208,20.9
2012010209,20.3
2012010210,20.6
2012010211,19.2
2012010212,19.9
2012010213,19.5
2012010214,19.6
2012010215,19.2
2012010216,18.0
2012010217,19.8
2012010218,19.8
2012010219,18.1
2012010220,16.3
2012010221,17.6
2012010222,18.9
2012010223,17.7
2012010300,19.2
2012010301,18.9
2012010302,19.2
2012010303,18.6
2012010304,18.7
2012010305,19.0
2012010306,19.3
2012010307,18.3
2012010308,17.6
2012010309,18.1
2012010310,18.4
2012010311,18.9
2012010312,18.0
2012010313,18.2
2012010314,18.8
2012010315,16.9
2012010316,18.5
2012010317,16.8
2012010318,18.0
2012010319,17.3
2012010320,16.7
2012010321,17.1
2012010322,17.7
2012010323,18.5
2012010400,17.7
2012010401,17.3
2012010402,18.3
2012010403,17.8
2012010404,18.0
2012010405,18.8
2012010406,17.5
2012010407,18.4
2012010408,16.8
2012010409,18.9
2012010410,18.3
2012010411,16.7
2012010412,18.8
2012010413,18.3
2012010414,17.3
2012010415,16.9
2012010416,16.9
2012010417,17.8
2012010418,17.5
2012010419,18.4
2012010420,16.5
2012010421,17.1
2012010422,18.6
2012010423,16.2
2012010500,17.6
2012010501,18.2
2012010502,19.8
2012010503,19.9
2012010504,19.1
2012010505,18.4
2012010506,18.7
2012010507,18.5
2012010508,18.5
2012010509,19.8
2012010510,19.7
2012010511,20.5
2012010512,19.8
2012010513,19.0
2012010514,20.1
2012010515,19.9
2012010516,21.3
2012010517,19.4
2012010518,18.2
2012010519,21.0
2012010520,19.5
2012010521,18.6
2012010522,19.8
2012010523,19.2
2012010600,18.4
2012010601,20.9
2012010602,19.0
2012010603,21.7
2012010604,19.4
2012010605,20.2
2012010606,19.5
2012010607,20.0
2012010608,21.5
2012010609,18.8
2012010610,20.7
2012010611,18.9
2012010612,20.4
2012010613,20.2
2012010614,19.3
2012010615,19.0
2012010616,20.0
2012010617,18.1
2012010618,19.0
2012010619,20.3
2012010620,20.5
2012010621,19.6
2012010622,19.8
2012010623,20.2
2012010700,19.5
2012010701,19.1
2012010702,19.8
2012010703,19.6
2012010704,19.7
2012010705,20.8
2012010706,21.1
2012010707,18.9
2012010708,20.6
2012010709,20.6
2012010710,19.1
2012010711,20.1
2012010712,19.4
2012010713,19.4
2012010714,20.9
2012010715,19.2
2012010716,21.5
2012010717,20.5
2012010718,21.8
2012010719,21.1
2012010720,19.8
2012010721,20.3
2012010722,20.7
2012010723,20.6
2012010800,19.8
2012010801,20.3
2012010802,21.1
2012010803,20.8
2012010804,19.4
2012010805,20.0
2012010806,19.3
2012010807,20.9
2012010808,19.7
2012010809,20.3
2012010810,20.7
2012010811,21.7
2012010812,19.8
2012010813,19.4
2012010814,21.5
2012010815,22.1
2012010816,19.9
2012010817,19.6
2012010818,19.9
2012010819,20.1
2012010820,19.5
2012010821,20.7
2012010822,20.9
2012010823,21.7
2012010900,20.5
2012010901,20.7
2012010902,21.2
2012010903,21.7
2012010904,20.6
2012010905,21.3
2012010906,20.7
2012010907,20.5
2012010908,21.3
2012010909,20.7
2012010910,22.6
2012010911,22.0
2012010912,21.3
2012010913,20.1
2012010914,20.3
2012010915,20.0
2012010916,19.4
2012010917,21.3
2012010918,22.2
2012010919,21.7
2012010920,20.1
2012010921,19.9
2012010922,18.2
2012010923,20.3
2012011000,20.9
2012011001,19.8
2012011002,20.7
2012011003,19.6
2012011004,18.8
2012011005,22.0
2012011006,20.1
2012011007,21.6
2012011008,20.9
2012011009,20.5
2012011010,22.1
2012011011,20.6
2012011012,20.7
2012011013,19.2
2012011014,20.3
2012011015,20.9
2012011016,19.5
2012011017,17.4
2012011018,18.9
2012011019,17.6
2012011020,18.3
2012011021,18.6
2012011022,18.8
2012011023,19.9
2012011100,18.2
2012011101,18.2
2012011102,18.0
2012011103,19.1
2012011104,20.9
2012011105,20.3
2012011106,18.7
2012011107,19.2
2012011108,18.9
2012011109,20.5
2012011110,19.9
2012011111,21.1
2012011112,21.9
2012011113,19.4
2012011114,21.0
2012011115,21.4
2012011116,19.9
2012011117,19.6
2012011118,20.3
2012011119,19.2
2012011120,19.2
2012011121,20.6
2012011122,20.3
2012011123,18.8
2012011200,19.2
2012011201,20.8
2012011202,21.3
2012011203,21.2
2012011204,20.3
2012011205,17.5
2012011206,20.4
2012011207,19.8
2012011208,20.4
2012011209,22.2
2012011210,22.5
2012011211,21.2
2012011212,19.8
2012011213,19.6
2012011214,19.8
2012011215,20.3
2012011216,20.1
2012011217,18.9
2012011218,19.2
2012011219,20.3
2012011220,18.2
2012011221,18.4
2012011222,20.2
2012011223,18.2
2012011300,19.2
2012011301,20.9
2012011302,19.0
2012011303,19.7
2012011304,18.4
2012011305,19.8
2012011306,20.9
2012011307,20.9
2012011308,19.1
2012011309,21.5
2012011310,20.4
2012011311,18.9
2012011312,20.2
2012011313,20.6
2012011314,20.5
2012011315,18.6
2012011316,17.7
2012011317,17.2
2012011318,17.9
2012011319,18.4
2012011320,20.0
2012011321,18.2
2012011322,19.2
2012011323,17.8
2012011400,19.1
2012011401,19.3
2012011402,17.7
2012011403,18.3
2012011404,18.5
2012011405,18.5
2012011406,20.4
2012011407,20.0
2012011408,19.5
2012011409,19.6
2012011410,19.5
2012011411,19.4
2012011412,18.6
2012011413,19.2
2012011414,19.3
2012011415,19.5
2012011416,17.5
2012011417,17.3
2012011418,18.5
2012011419,18.4
2012011420,16.9
2012011421,17.5
2012011422,19.0
2012011423,18.3
2012011500,18.4
2012011501,18.6
2012011502,18.2
2012011503,17.8
2012011504,18.0
2012011505,22.0
2012011506,21.3
2012011507,19.0
2012011508,20.5
2012011509,20.0
2012011510,20.5
2012011511,19.8
2012011512,20.2
2012011513,21.3
2012011514,20.6
2012011515,20.7
2012011516,20.1
2012011517,19.8
2012011518,20.8
2012011519,20.5
2012011520,20.9
2012011521,17.5
2012011522,20.9
2012011523,17.8
2012011600,19.3
2012011601,19.6
2012011602,19.5
2012011603,19.4
2012011604,20.5
2012011605,19.6
2012011606,19.3
2012011607,19.9
2012011608,21.6
2012011609,19.4
2012011610,20.6
2012011611,21.0
2012011612,19.6
2012011613,21.7
2012011614,20.9
2012011615,20.8
2012011616,21.1
2012011617,20.5
2012011618,19.8
2012011619,19.7
2012011620,19.8
2012011621,20.8
2012011622,19.8
2012011623,21.1
2012011700,20.8
2012011701,19.2
2012011702,19.7
2012011703,18.5
2012011704,21.1
2012011705,20.9
2012011706,22.8
2012011707,20.1
2012011708,20.0
2012011709,20.4
2012011710,18.3
2012011711,20.4
2012011712,20.3
2012011713,20.7
2012011714,19.0
2012011715,21.3
2012011716,20.0
2012011717,18.4
2012011718,19.4
2012011719,19.1
2012011720,21.5
2012011721,19.4
2012011722,19.9
2012011723,18.3
2012011800,17.7
2012011801,19.3
2012011802,21.1
2012011803,20.2
2012011804,21.1
2012011805,20.2
2012011806,21.5
2012011807,19.8
2012011808,20.9
2012011809,20.5
2012011810,20.7
2012011811,21.8
2012011812,18.7
2012011813,20.8
2012011814,20.6
2012011815,19.0
2012011816,18.8
2012011817,21.1
2012011818,20.5
2012011819,19.6
2012011820,21.0
2012011821,20.9
2012011822,20.6
2012011823,20.8
2012011900,18.9
2012011901,19.6
2012011902,19.4
2012011903,19.5
2012011904,21.1
2012011905,18.6
2012011906,20.6
2012011907,20.3
2012011908,18.8
2012011909,20.4
2012011910,20.2
2012011911,19.5
2012011912,20.3
2012011913,20.5
2012011914,18.8
2012011915,19.8
2012011916,19.3
2012011917,20.3
2012011918,19.0
2012011919,20.1
2012011920,19.7
2012011921,18.4
2012011922,18.7
2012011923,19.2
2012012000,19.4
2012012001,19.6
2012012002,20.6
2012012003,21.0
2012012004,19.4
2012012005,18.7
2012012006,19.2
2012012007,19.4
2012012008,19.4
2012012009,20.1
2012012010,18.2
2012012011,19.5
2012012012,19.7
2012012013,18.5
2012012014,18.2
2012012015,18.4
2012012016,19.4
2012012017,20.4
2012012018,17.8
2012012019,18.6
2012012020,20.2
2012012021,19.6
2012012022,18.8
2012012023,18.6
2012012100,19.4
2012012101,19.4
2012012102,19.9
2012012103,19.3
2012012104,19.9
2012012105,19.4
2012012106,21.1
2012012107,20.5
2012012108,20.7
2012012109,21.7
2012012110,20.3
2012012111,21.0
2012012112,20.5
2012012113,18.3
2012012114,20.5
2012012115,20.3
2012012116,20.2
2012012117,21.4
2012012118,21.0
2012012119,19.2
2012012120,18.5
2012012121,19.8
2012012122,20.1
2012012123,19.2
2012012200,18.9
2012012201,21.6
2012012202,21.7
2012012203,19.8
2012012204,21.3
2012012205,20.3
2012012206,19.1
2012012207,19.6
2012012208,20.9
2012012209,20.5
2012012210,21.1
2012012211,20.0
2012012212,21.1
2012012213,21.1
2012012214,20.7
2012012215,22.2
2012012216,19.2
2012012217,22.5
2012012218,20.5
2012012219,21.0
2012012220,22.0
2012012221,21.6
2012012222,20.9
2012012223,20.8
2012012300,19.9
2012012301,20.2
2012012302,21.6
2012012303,19.8
2012012304,20.5
2012012305,21.5
2012012306,21.7
2012012307,20.4
2012012308,21.6
2012012309,21.8
2012012310,19.5
2012012311,21.8
2012012312,19.4
2012012313,17.9
2012012314,19.2
2012012315,18.7
2012012316,17.6
2012012317,17.9
2012012318,19.4
2012012319,18.4
2012012320,18.9
2012012321,17.8
2012012322,20.3
2012012323,18.0
2012012400,18.9
2012012401,20.9
2012012402,19.1
2012012403,21.1
2012012404,20.9
2012012405,19.8
2012012406,19.6
2012012407,19.6
2012012408,20.5
2012012409,20.5
2012012410,19.5
2012012411,18.7
2012012412,19.4
2012012413,19.9
2012012414,18.7
2012012415,18.5
2012012416,17.3
2012012417,18.2
2012012418,18.2
2012012419,17.6
2012012420,19.0
2012012421,19.3
2012012422,20.2
2012012423,17.2
2012012500,18.0
2012012501,18.2
2012012502,20.0
2012012503,21.1
2012012504,19.1
2012012505,19.0
2012012506,20.4
2012012507,20.6
2012012508,20.3
2012012509,21.3
2012012510,22.1
2012012511,19.9
2012012512,19.4
2012012513,20.7
2012012514,19.4
2012012515,18.5
2012012516,17.8
2012012517,19.2
2012012518,19.7
2012012519,18.1
2012012520,19.5
2012012521,18.6
2012012522,19.4
2012012523,21.3
2012012600,20.6
2012012601,21.5
2012012602,20.0
2012012603,18.4
2012012604,20.5
2012012605,19.4
2012012606,20.1
2012012607,22.2
2012012608,22.0
2012012609,20.3
2012012610,20.5
2012012611,19.6
2012012612,20.7
2012012613,21.5
2012012614,21.3
2012012615,20.7
2012012616,19.6
2012012617,20.4
2012012618,20.5
2012012619,18.7
2012012620,18.0
2012012621,19.2
2012012622,18.6
2012012623,19.6
2012012700,19.2
2012012701,21.4
2012012702,20.5
2012012703,19.2
2012012704,20.0
2012012705,21.3
2012012706,22.5
2012012707,18.6
2012012708,21.8
2012012709,21.5
2012012710,20.6
2012012711,18.7
2012012712,19.5
2012012713,21.8
2012012714,21.3
2012012715,20.0
2012012716,19.1
2012012717,19.2
2012012718,19.5
2012012719,21.4
2012012720,20.0
2012012721,20.1
2012012722,21.9
2012012723,20.0
2012012800,19.9
2012012801,19.2
2012012802,21.2
2012012803,20.8
2012012804,21.0
2012012805,21.1
2012012806,21.2
2012012807,20.9
2012012808,21.5
2012012809,20.5
2012012810,21.3
2012012811,22.9
2012012812,21.0
2012012813,21.5
2012012814,20.9
2012012815,20.2
2012012816,19.1
2012012817,19.2
2012012818,21.3
2012012819,19.8
2012012820,19.5
2012012821,19.4
2012012822,20.8
2012012823,20.5
2012012900,20.5
2012012901,20.1
2012012902,20.7
2012012903,20.3
2012012904,20.0
2012012905,19.2
2012012906,19.5
2012012907,21.2
2012012908,22.0
2012012909,19.3
2012012910,18.9
2012012911,20.1
2012012912,17.9
2012012913,20.5
2012012914,21.1
2012012915,19.6
2012012916,19.5
2012012917,22.6
2012012918,20.7
2012012919,19.8
2012012920,20.2
2012012921,19.6
2012012922,20.7
2012012923,20.7
2012013000,20.9
2012013001,21.0
2012013002,20.7
2012013003,19.9
2012013004,20.8
2012013005,21.9
2012013006,20.8
2012013007,19.6
2012013008,22.6
2012013009,22.1
2012013010,20.0
2012013011,20.1
2012013012,19.8
2012013013,20.9
2012013014,20.7
2012013015,21.7
2012013016,22.2
2012013017,21.7
2012013018,22.2
2012013019,21.1
2012013020,22.2
2012013021,21.9
2012013022,22.2
2012013023,20.0
2012013100,20.7
2012013101,21.0
2012013102,21.3
2012013103,20.1
2012013104,20.6
2012013105,21.1
2012013106,19.8
2012013107,22.8
2012013108,19.3
2012013109,21.9
2012013110,20.7
2012013111,21.8
2012013112,20.9
2012013113,18.8
2012013114,19.8
2012013115,19.2
2012013116,18.9
2012013117,18.7
2012013118,19.6
2012013119,17.2
2012013120,18.8
2012013121,19.2
2012013122,18.0
2012013123,19.6
2012020100,19.6
2012020101,19.2
2012020102,19.5
2012020103,20.5
2012020104,19.1
2012020105,18.6
2012020106,17.8
2012020107,21.9
2012020108,21.6
2012020109,20.0
2012020110,20.3
2012020111,21.0
2012020112,20.0
2012020113,20.6
2012020114,20.7
2012020115,21.3
2012020116,18.7
2012020117,19.6
2012020118,18.9
2012020119,19.0
2012020120,20.7
2012020121,19.1
2012020122,19.1
2012020123,19.3
2012020200,21.3
2012020201,20.3
2012020202,21.5
2012020203,19.9
2012020204,19.4
2012020205,20.4
2012020206,19.1
2012020207,20.8
2012020208,19.4
2012020209,20.1
2012020210,19.0
2012020211,20.7
2012020212,20.0
2012020213,21.1
2012020214,19.5
2012020215,18.8
2012020216,18.0
2012020217,17.2
2012020218,20.6
2012020219,20.0
2012020220,20.2
2012020221,21.1
2012020222,19.3
2012020223,18.5
2012020300,20.0
2012020301,20.8
2012020302,19.2
2012020303,20.1
2012020304,20.9
2012020305,21.8
2012020306,20.0
2012020307,20.9
2012020308,21.0
2012020309,20.7
2012020310,19.4
2012020311,21.6
2012020312,21.2
2012020313,18.9
2012020314,20.2
2012020315,20.4
2012020316,20.7
2012020317,18.4
2012020318,18.8
2012020319,18.3
2012020320,17.8
2012020321,18.3
2012020322,16.0
2012020323,18.6
2012020400,19.8
2012020401,18.1
2012020402,17.1
2012020403,17.9
2012020404,20.9
2012020405,20.6
2012020406,18.6
2012020407,17.6
2012020408,17.9
2012020409,20.8
2012020410,19.2
2012020411,18.6
2012020412,19.1
2012020413,18.5
2012020414,18.4
2012020415,19.8
2012020416,18.1
2012020417,18.2
2012020418,17.7
2012020419,18.6
2012020420,19.5
2012020421,19.8
2012020422,20.5
2012020423,19.9
2012020500,19.4
2012020501,18.4
2012020502,17.2
2012020503,18.9
2012020504,18.7
2012020505,20.1
2012020506,20.7
2012020507,19.5
2012020508,19.0
2012020509,19.9
2012020510,19.8
2012020511,20.1
2012020512,19.0
2012020513,19.4
2012020514,19.2
2012020515,18.4
2012020516,20.3
2012020517,18.2
2012020518,19.0
2012020519,17.9
2012020520,17.1
2012020521,19.3
2012020522,18.8
2012020523,17.9
2012020600,19.6
2012020601,19.8
2012020602,19.9
2012020603,19.0
2012020604,19.1
2012020605,18.8
2012020606,18.4
2012020607,17.2
2012020608,19.6
2012020609,18.2
2012020610,18.4
2012020611,18.4
2012020612,18.3
2012020613,18.5
2012020614,16.9
2012020615,17.3
2012020616,19.1
2012020617,18.4
2012020618,18.5
2012020619,18.6
2012020620,20.1
2012020621,18.7
2012020622,17.5
2012020623,19.2
2012020700,18.7
2012020701,18.6
2012020702,20.1
2012020703,18.3
2012020704,19.1
2012020705,20.3
2012020706,19.8
2012020707,18.0
2012020708,21.0
2012020709,18.6
2012020710,19.6
2012020711,18.5
2012020712,19.9
2012020713,19.5
2012020714,17.7
2012020715,18.7
2012020716,19.6
2012020717,19.8
2012020718,18.1
2012020719,18.2
2012020720,19.2
2012020721,18.4
2012020722,18.2
2012020723,20.3
2012020800,18.4
2012020801,19.8
2012020802,19.1
2012020803,18.3
2012020804,18.6
2012020805,18.5
2012020806,17.9
2012020807,19.8
2012020808,18.6
2012020809,19.0
2012020810,19.3
2012020811,17.7
2012020812,17.0
2012020813,17.1
2012020814,17.7
2012020815,18.3
2012020816,17.2
2012020817,16.1
2012020818,17.2
2012020819,16.3
2012020820,16.2
2012020821,14.8
2012020822,16.6
2012020823,16.3
2012020900,16.7
2012020901,17.1
2012020902,14.8
2012020903,19.1
2012020904,18.0
2012020905,16.7
2012020906,17.8
2012020907,20.4
2012020908,19.4
2012020909,19.4
2012020910,19.1
2012020911,18.0
2012020912,19.2
2012020913,17.7
2012020914,17.8
2012020915,18.1
2012020916,18.1
2012020917,18.0
2012020918,18.1
2012020919,17.5
2012020920,16.6
2012020921,17.7
2012020922,16.8
2012020923,16.2
2012021000,17.5
2012021001,16.1
2012021002,16.9
2012021003,18.1
2012021004,14.9
2012021005,16.0
2012021006,16.9
2012021007,17.4
2012021008,16.2
2012021009,16.5
2012021010,16.9
2012021011,16.2
2012021012,16.9
2012021013,18.4
2012021014,18.5
2012021015,17.7
2012021016,26.4
2012021017,16.7
2012021018,16.5
2012021019,15.9
2012021020,16.8
2012021021,16.5
2012021022,16.6
2012021023,17.7
2012021100,17.7
2012021101,17.8
2012021102,17.0
2012021103,18.4
2012021104,19.5
2012021105,17.8
2012021106,16.6
2012021107,18.5
2012021108,18.3
2012021109,18.6
2012021110,17.5
2012021111,19.3
2012021112,19.7
2012021113,18.5
2012021114,18.6
2012021115,15.6
2012021116,15.7
2012021117,14.8
2012021118,16.3
2012021119,14.8
2012021120,14.5
2012021121,15.6
2012021122,14.7
2012021123,15.6
2012021200,13.7
2012021201,15.4
2012021202,16.5
2012021203,16.7
2012021204,17.5
2012021205,17.5
2012021206,17.4
2012021207,17.3
2012021208,18.0
2012021209,18.0
2012021210,18.7
2012021211,16.8
2012021212,16.3
2012021213,15.8
2012021214,16.3
2012021215,18.0
2012021216,16.1
2012021217,17.8
2012021218,16.9
2012021219,17.4
2012021220,15.0
2012021221,16.8
2012021222,17.7
2012021223,16.4
2012021300,18.0
2012021301,17.7
2012021302,18.3
2012021303,18.2
2012021304,18.9
2012021305,18.6
2012021306,17.8
2012021307,17.3
2012021308,16.6
2012021309,18.6
2012021310,19.1
2012021311,19.5
2012021312,17.0
2012021313,17.8
2012021314,17.7
2012021315,18.6
2012021316,16.7
2012021317,15.7
2012021318,14.8
2012021319,15.6
2012021320,16.5
2012021321,15.4
2012021322,14.3
2012021323,16.0
2012021400,16.5
2012021401,16.0
2012021402,16.4
2012021403,16.8
2012021404,15.6
2012021405,18.1
2012021406,17.4
2012021407,16.7
2012021408,17.7
2012021409,15.6
2012021410,15.0
2012021411,15.7
2012021412,14.6
2012021413,13.7
2012021414,14.2
2012021415,12.9
2012021416,11.4
2012021417,13.0
2012021418,12.2
2012021419,12.7
2012021420,11.4
2012021421,13.5
2012021422,13.8
2012021423,13.7
2012021500,12.8
2012021501,13.4
2012021502,14.8
2012021503,16.7
2012021504,15.5
2012021505,15.0
2012021506,16.5
2012021507,16.6
2012021508,16.4
2012021509,17.2
2012021510,18.4
2012021511,16.8
2012021512,17.5
2012021513,15.6
2012021514,15.8
2012021515,17.0
2012021516,16.5
2012021517,16.4
2012021518,15.8
2012021519,15.9
2012021520,16.5
2012021521,17.3
2012021522,14.8
2012021523,16.3
2012021600,15.2
2012021601,16.7
2012021602,17.1
2012021603,17.0
2012021604,18.2
2012021605,15.4
2012021606,16.7
2012021607,17.8
2012021608,17.7
